oks_type,oks_code,ossr_code,ssr_chap,est_cost_entry,est_cost,9: Наименование СД,overcost
1001,0001,013,03,12,164.66,ТРУБОПРОВОД ГОРЯЧЕЙ ВОДЫ ДЛЯ ГОРЯЧЕГО ВОДОСНАБЖЕНИЯ-ПОДАЮЩИЙ (Т3),54.44
1001,0001,013,03,12,98.57,КАНАЛИЗАЦИЯ ПРОИЗВОДСТВЕННАЯ НАПОРНАЯ К3Н (строительные работы),32.59
1001,0001,013,03,12,36,ПОЖАРНАЯ СИГНАЛИЗАЦИЯ (строительные работы),11.9
1001,0001,013,03,12,21.6,ОПОВЕЩЕНИЕ О ПОЖАРЕ (строительные работы),7.14
1001,0001,013,03,12,4016.76,"ТЕРМОСТАБИЛИЗАТОР ТСГ-1 (1 шт) 59,07Х68-гр.4",1328.01
1001,0001,013,03,12,6.8,"ЗЕМЛЯНЫЕ РАБОТЫ. ТЕРМОСТАБИЛИЗАТОР ТСГ-1 (1 шт) 0,10Х68-гр.4",2.25
1001,0001,013,03,12,3347.5,"СИСТЕМА ГЕТ (1ШТ) 1673,75Х2-гр.4 1872,17Х2-гр.5 (строительные работы)",1106.74
1001,0001,013,03,12,142.4,"ЗЕМЛЯНЫЕ РАБОТЫ. СИСТЕМА ГЕТ (1ШТ) 71,20Х2-гр.4",47.08
1001,0001,013,03,12,43508.7,"СИСТЕМА ВЕТ (1ШТ) 2900,58Х15-гр.4 593,82Х15-гр.5 (строительные работы)",14384.71
1001,0001,013,03,12,46.35,"ЗЕМЛЯНЫЕ РАБОТЫ. СИСТЕМА ВЕТ (1ШТ) 3,09Х15-гр.4",15.32
