city;moscow_time;installations
Москва;19.01.2015 4:07;6
Москва;19.01.2015 4:08;4
Москва;19.01.2015 4:09;1
Москва;19.01.2015 4:10;3
Москва;19.01.2015 4:11;4
Москва;19.01.2015 4:12;3
Москва;19.01.2015 4:13;3
Москва;19.01.2015 4:14;6
Москва;19.01.2015 4:15;1
Москва;19.01.2015 4:16;1
Москва;19.01.2015 4:17;6
Москва;19.01.2015 4:18;3
Москва;19.01.2015 4:19;4
Москва;19.01.2015 4:20;4
Москва;19.01.2015 4:21;1
Москва;19.01.2015 4:22;1
Москва;19.01.2015 4:23;3
Москва;19.01.2015 4:24;1
Москва;19.01.2015 4:25;1
Москва;19.01.2015 4:26;4
Москва;19.01.2015 4:27;1
Москва;19.01.2015 4:28;1
Москва;19.01.2015 4:29;3
Москва;19.01.2015 4:30;4
Москва;19.01.2015 4:31;1
Москва;19.01.2015 4:32;3
Москва;19.01.2015 4:33;4
Москва;19.01.2015 4:34;3
Москва;19.01.2015 4:35;3
Москва;19.01.2015 4:36;3
Москва;19.01.2015 4:37;1
Москва;19.01.2015 4:38;1
Москва;19.01.2015 4:39;1
Москва;19.01.2015 4:40;1
Москва;19.01.2015 4:41;1
Москва;19.01.2015 4:42;1
Москва;19.01.2015 4:43;3
Москва;19.01.2015 4:44;4
Москва;19.01.2015 4:45;3
Москва;19.01.2015 4:46;4
Москва;19.01.2015 4:47;3
Москва;19.01.2015 4:48;1
Москва;19.01.2015 4:49;3
Москва;19.01.2015 4:50;3
Москва;19.01.2015 4:51;3
Москва;19.01.2015 4:52;4
Москва;19.01.2015 4:53;1
Москва;19.01.2015 4:54;6
Москва;19.01.2015 4:55;1
Москва;19.01.2015 4:56;1
Москва;19.01.2015 4:57;3
Москва;19.01.2015 4:58;1
Москва;19.01.2015 4:59;1
Москва;19.01.2015 5:00;1
Москва;19.01.2015 5:01;3
Москва;19.01.2015 5:02;3
Москва;19.01.2015 5:03;1
Москва;19.01.2015 5:04;1
Москва;19.01.2015 5:05;3
Москва;19.01.2015 5:06;3
Москва;19.01.2015 5:07;3
Москва;19.01.2015 5:08;1
Москва;19.01.2015 5:09;3
Москва;19.01.2015 5:10;1
Москва;19.01.2015 5:11;3
Москва;19.01.2015 5:12;1
Москва;19.01.2015 5:13;3
Москва;19.01.2015 5:14;3
Москва;19.01.2015 5:15;3
Москва;19.01.2015 5:16;3
Москва;19.01.2015 5:17;1
Москва;19.01.2015 5:18;3
Москва;19.01.2015 5:19;3
Москва;19.01.2015 5:20;3
Москва;19.01.2015 5:21;6
Москва;19.01.2015 5:22;1
Москва;19.01.2015 5:23;1
Москва;19.01.2015 5:24;1
Москва;19.01.2015 5:25;3
Москва;19.01.2015 5:26;1
Москва;19.01.2015 5:27;4
Москва;19.01.2015 5:28;1
Москва;19.01.2015 5:29;3
Москва;19.01.2015 5:30;4
Москва;19.01.2015 5:31;3
Москва;19.01.2015 5:32;1
Москва;19.01.2015 5:33;4
Москва;19.01.2015 5:34;3
Москва;19.01.2015 5:35;1
Москва;19.01.2015 5:36;3
Москва;19.01.2015 5:37;4
Москва;19.01.2015 5:38;1
Москва;19.01.2015 5:39;3
Москва;19.01.2015 5:40;1
Москва;19.01.2015 5:41;1
Москва;19.01.2015 5:42;3
Москва;19.01.2015 5:43;4
Москва;19.01.2015 5:44;1
Москва;19.01.2015 5:45;3
Москва;19.01.2015 5:46;3
Москва;19.01.2015 5:47;4
Москва;19.01.2015 5:48;4
Москва;19.01.2015 5:49;4
Москва;19.01.2015 5:50;1
Москва;19.01.2015 5:51;1
Москва;19.01.2015 5:52;4
Москва;19.01.2015 5:53;1
Москва;19.01.2015 5:54;1
Москва;19.01.2015 5:55;1
Москва;19.01.2015 5:56;3
Москва;19.01.2015 5:57;3
Москва;19.01.2015 5:58;3
Москва;19.01.2015 5:59;1
Москва;19.01.2015 6:00;3
Москва;19.01.2015 6:01;1
Москва;19.01.2015 6:02;1
Москва;19.01.2015 6:03;6
Москва;19.01.2015 6:04;1
Москва;19.01.2015 6:05;1
Москва;19.01.2015 6:06;3
Москва;19.01.2015 6:07;3
Москва;19.01.2015 6:08;3
Москва;19.01.2015 6:09;1
Москва;19.01.2015 6:10;6
Москва;19.01.2015 6:11;9
Москва;19.01.2015 6:12;1
Москва;19.01.2015 6:13;3
Москва;19.01.2015 6:14;1
Москва;19.01.2015 6:15;6
Москва;19.01.2015 6:16;3
Москва;19.01.2015 6:17;1
Москва;19.01.2015 6:18;3
Москва;19.01.2015 6:19;1
Москва;19.01.2015 6:20;3
Москва;19.01.2015 6:21;4
Москва;19.01.2015 6:22;10
Москва;19.01.2015 6:23;1
Москва;19.01.2015 6:24;1
Москва;19.01.2015 6:25;3
Москва;19.01.2015 6:26;4
Москва;19.01.2015 6:27;4
Москва;19.01.2015 6:28;1
Москва;19.01.2015 6:29;1
Москва;19.01.2015 6:30;6
Москва;19.01.2015 6:31;4
Москва;19.01.2015 6:32;3
Москва;19.01.2015 6:33;4
Москва;19.01.2015 6:34;4
Москва;19.01.2015 6:35;6
Москва;19.01.2015 6:36;3
Москва;19.01.2015 6:37;4
Москва;19.01.2015 6:38;1
Москва;19.01.2015 6:39;3
Москва;19.01.2015 6:40;3
Москва;19.01.2015 6:41;3
Москва;19.01.2015 6:42;3
Москва;19.01.2015 6:43;4
Москва;19.01.2015 6:44;1
Москва;19.01.2015 6:45;3
Москва;19.01.2015 6:46;4
Москва;19.01.2015 6:47;9
Москва;19.01.2015 6:48;4
Москва;19.01.2015 6:49;4
Москва;19.01.2015 6:50;4
Москва;19.01.2015 6:51;3
Москва;19.01.2015 6:52;3
Москва;19.01.2015 6:53;4
Москва;19.01.2015 6:54;6
Москва;19.01.2015 6:55;3
Москва;19.01.2015 6:56;3
Москва;19.01.2015 6:57;3
Москва;19.01.2015 6:58;4
Москва;19.01.2015 6:59;3
Москва;19.01.2015 7:00;4
Москва;19.01.2015 7:01;1
Москва;19.01.2015 7:02;7
Москва;19.01.2015 7:03;3
Москва;19.01.2015 7:04;6
Москва;19.01.2015 7:05;6
Москва;19.01.2015 7:06;4
Москва;19.01.2015 7:07;9
Москва;19.01.2015 7:08;3
Москва;19.01.2015 7:09;7
Москва;19.01.2015 7:10;3
Москва;19.01.2015 7:11;6
Москва;19.01.2015 7:12;1
Москва;19.01.2015 7:13;1
Москва;19.01.2015 7:14;1
Москва;19.01.2015 7:15;3
Москва;19.01.2015 7:16;6
Москва;19.01.2015 7:17;6
Москва;19.01.2015 7:18;4
Москва;19.01.2015 7:19;4
Москва;19.01.2015 7:20;4
Москва;19.01.2015 7:21;7
Москва;19.01.2015 7:22;4
Москва;19.01.2015 7:23;10
Москва;19.01.2015 7:24;6
Москва;19.01.2015 7:25;3
Москва;19.01.2015 7:26;4
Москва;19.01.2015 7:27;4
Москва;19.01.2015 7:28;6
Москва;19.01.2015 7:29;3
Москва;19.01.2015 7:30;7
Москва;19.01.2015 7:31;3
Москва;19.01.2015 7:32;4
Москва;19.01.2015 7:33;3
Москва;19.01.2015 7:34;9
Москва;19.01.2015 7:35;4
Москва;19.01.2015 7:36;7
Москва;19.01.2015 7:37;6
Москва;19.01.2015 7:38;6
Москва;19.01.2015 7:39;3
Москва;19.01.2015 7:40;6
Москва;19.01.2015 7:41;3
Москва;19.01.2015 7:42;1
Москва;19.01.2015 7:43;6
Москва;19.01.2015 7:44;4
Москва;19.01.2015 7:45;4
Москва;19.01.2015 7:46;3
Москва;19.01.2015 7:47;4
Москва;19.01.2015 7:48;4
Москва;19.01.2015 7:49;10
Москва;19.01.2015 7:50;6
Москва;19.01.2015 7:51;4
Москва;19.01.2015 7:52;7
Москва;19.01.2015 7:53;4
Москва;19.01.2015 7:54;4
Москва;19.01.2015 7:55;4
Москва;19.01.2015 7:56;9
Москва;19.01.2015 7:57;4
Москва;19.01.2015 7:58;4
Москва;19.01.2015 7:59;10
Москва;19.01.2015 8:00;7
Москва;19.01.2015 8:01;10
Москва;19.01.2015 8:02;4
Москва;19.01.2015 8:03;9
Москва;19.01.2015 8:04;7
Москва;19.01.2015 8:05;6
Москва;19.01.2015 8:06;4
Москва;19.01.2015 8:07;6
Москва;19.01.2015 8:08;3
Москва;19.01.2015 8:09;12
Москва;19.01.2015 8:10;4
Москва;19.01.2015 8:11;12
Москва;19.01.2015 8:12;7
Москва;19.01.2015 8:13;4
Москва;19.01.2015 8:14;4
Москва;19.01.2015 8:15;7
Москва;19.01.2015 8:16;4
Москва;19.01.2015 8:17;7
Москва;19.01.2015 8:18;1
Москва;19.01.2015 8:19;6
Москва;19.01.2015 8:20;4
Москва;19.01.2015 8:21;12
Москва;19.01.2015 8:22;3
Москва;19.01.2015 8:23;6
Москва;19.01.2015 8:24;3
Москва;19.01.2015 8:25;9
Москва;19.01.2015 8:26;1
Москва;19.01.2015 8:27;10
Москва;19.01.2015 8:28;9
Москва;19.01.2015 8:29;4
Москва;19.01.2015 8:30;7
Москва;19.01.2015 8:31;4
Москва;19.01.2015 8:32;4
Москва;19.01.2015 8:33;7
Москва;19.01.2015 8:34;4
Москва;19.01.2015 8:35;4
Москва;19.01.2015 8:36;4
Москва;19.01.2015 8:37;7
Москва;19.01.2015 8:38;4
Москва;19.01.2015 8:39;6
Москва;19.01.2015 8:40;7
Москва;19.01.2015 8:41;4
Москва;19.01.2015 8:42;9
Москва;19.01.2015 8:43;7
Москва;19.01.2015 8:44;9
Москва;19.01.2015 8:45;4
Москва;19.01.2015 8:46;4
Москва;19.01.2015 8:47;7
Москва;19.01.2015 8:48;9
Москва;19.01.2015 8:49;10
Москва;19.01.2015 8:50;7
Москва;19.01.2015 8:51;3
Москва;19.01.2015 8:52;6
Москва;19.01.2015 8:53;9
Москва;19.01.2015 8:54;7
Москва;19.01.2015 8:55;4
Москва;19.01.2015 8:56;7
Москва;19.01.2015 8:57;10
Москва;19.01.2015 8:58;4
Москва;19.01.2015 8:59;9
Москва;19.01.2015 9:00;10
Москва;19.01.2015 9:01;10
Москва;19.01.2015 9:02;9
Москва;19.01.2015 9:03;12
Москва;19.01.2015 9:04;6
Москва;19.01.2015 9:05;9
Москва;19.01.2015 9:06;3
Москва;19.01.2015 9:07;4
Москва;19.01.2015 9:08;6
Москва;19.01.2015 9:09;7
Москва;19.01.2015 9:10;9
Москва;19.01.2015 9:11;9
Москва;19.01.2015 9:12;3
Москва;19.01.2015 9:13;13
Москва;19.01.2015 9:14;7
Москва;19.01.2015 9:15;3
Москва;19.01.2015 9:16;6
Москва;19.01.2015 9:17;9
Москва;19.01.2015 9:18;10
Москва;19.01.2015 9:19;7
Москва;19.01.2015 9:20;6
Москва;19.01.2015 9:21;6
Москва;19.01.2015 9:22;7
Москва;19.01.2015 9:23;12
Москва;19.01.2015 9:24;6
Москва;19.01.2015 9:25;9
Москва;19.01.2015 9:26;6
Москва;19.01.2015 9:27;6
Москва;19.01.2015 9:28;7
Москва;19.01.2015 9:29;1
Москва;19.01.2015 9:30;12
Москва;19.01.2015 9:31;6
Москва;19.01.2015 9:32;6
Москва;19.01.2015 9:33;7
Москва;19.01.2015 9:34;6
Москва;19.01.2015 9:35;6
Москва;19.01.2015 9:36;6
Москва;19.01.2015 9:37;6
Москва;19.01.2015 9:38;7
Москва;19.01.2015 9:39;6
Москва;19.01.2015 9:40;4
Москва;19.01.2015 9:41;7
Москва;19.01.2015 9:42;6
Москва;19.01.2015 9:43;6
Москва;19.01.2015 9:44;9
Москва;19.01.2015 9:45;7
Москва;19.01.2015 9:46;9
Москва;19.01.2015 9:47;9
Москва;19.01.2015 9:48;1
Москва;19.01.2015 9:49;12
Москва;19.01.2015 9:50;6
Москва;19.01.2015 9:51;6
Москва;19.01.2015 9:52;7
Москва;19.01.2015 9:53;6
Москва;19.01.2015 9:54;3
Москва;19.01.2015 9:55;4
Москва;19.01.2015 9:56;6
Москва;19.01.2015 9:57;9
Москва;19.01.2015 9:58;10
Москва;19.01.2015 9:59;7
Москва;19.01.2015 10:00;7
Москва;19.01.2015 10:01;6
Москва;19.01.2015 10:02;10
Москва;19.01.2015 10:03;4
Москва;19.01.2015 10:04;7
Москва;19.01.2015 10:05;1
Москва;19.01.2015 10:06;3
Москва;19.01.2015 10:07;6
Москва;19.01.2015 10:08;3
Москва;19.01.2015 10:09;12
Москва;19.01.2015 10:10;4
Москва;19.01.2015 10:11;4
Москва;19.01.2015 10:12;4
Москва;19.01.2015 10:13;1
Москва;19.01.2015 10:14;13
Москва;19.01.2015 10:15;7
Москва;19.01.2015 10:16;3
Москва;19.01.2015 10:17;3
Москва;19.01.2015 10:18;7
Москва;19.01.2015 10:19;4
Москва;19.01.2015 10:20;6
Москва;19.01.2015 10:21;12
Москва;19.01.2015 10:22;10
Москва;19.01.2015 10:23;7
Москва;19.01.2015 10:24;3
Москва;19.01.2015 10:25;15
Москва;19.01.2015 10:26;6
Москва;19.01.2015 10:27;7
Москва;19.01.2015 10:28;6
Москва;19.01.2015 10:29;6
Москва;19.01.2015 10:30;12
Москва;19.01.2015 10:31;12
Москва;19.01.2015 10:32;3
Москва;19.01.2015 10:33;9
Москва;19.01.2015 10:34;6
Москва;19.01.2015 10:35;12
Москва;19.01.2015 10:36;10
Москва;19.01.2015 10:37;9
Москва;19.01.2015 10:38;7
Москва;19.01.2015 10:39;6
Москва;19.01.2015 10:40;10
Москва;19.01.2015 10:41;4
Москва;19.01.2015 10:42;6
Москва;19.01.2015 10:43;4
Москва;19.01.2015 10:44;12
Москва;19.01.2015 10:45;7
Москва;19.01.2015 10:46;3
Москва;19.01.2015 10:47;7
Москва;19.01.2015 10:48;12
Москва;19.01.2015 10:49;7
Москва;19.01.2015 10:50;4
Москва;19.01.2015 10:51;7
Москва;19.01.2015 10:52;4
Москва;19.01.2015 10:53;6
Москва;19.01.2015 10:54;6
Москва;19.01.2015 10:55;6
Москва;19.01.2015 10:56;9
Москва;19.01.2015 10:57;4
Москва;19.01.2015 10:58;3
Москва;19.01.2015 10:59;6
Москва;19.01.2015 11:00;4
Москва;19.01.2015 11:01;6
Москва;19.01.2015 11:02;4
Москва;19.01.2015 11:03;6
Москва;19.01.2015 11:04;10
Москва;19.01.2015 11:05;6
Москва;19.01.2015 11:06;7
Москва;19.01.2015 11:07;4
Москва;19.01.2015 11:08;9
Москва;19.01.2015 11:09;7
Москва;19.01.2015 11:10;9
Москва;19.01.2015 11:11;4
Москва;19.01.2015 11:12;6
Москва;19.01.2015 11:13;12
Москва;19.01.2015 11:14;9
Москва;19.01.2015 11:15;7
Москва;19.01.2015 11:16;7
Москва;19.01.2015 11:17;4
Москва;19.01.2015 11:18;9
Москва;19.01.2015 11:19;10
Москва;19.01.2015 11:20;3
Москва;19.01.2015 11:21;9
Москва;19.01.2015 11:22;9
Москва;19.01.2015 11:23;7
Москва;19.01.2015 11:24;9
Москва;19.01.2015 11:25;12
Москва;19.01.2015 11:26;6
Москва;19.01.2015 11:27;9
Москва;19.01.2015 11:28;6
Москва;19.01.2015 11:29;6
Москва;19.01.2015 11:30;9
Москва;19.01.2015 11:31;3
Москва;19.01.2015 11:32;9
Москва;19.01.2015 11:33;3
Москва;19.01.2015 11:34;9
Москва;19.01.2015 11:35;7
Москва;19.01.2015 11:36;4
Москва;19.01.2015 11:37;12
Москва;19.01.2015 11:38;9
Москва;19.01.2015 11:39;6
Москва;19.01.2015 11:40;4
Москва;19.01.2015 11:41;4
Москва;19.01.2015 11:42;6
Москва;19.01.2015 11:43;3
Москва;19.01.2015 11:44;7
Москва;19.01.2015 11:45;7
Москва;19.01.2015 11:46;4
Москва;19.01.2015 11:47;3
Москва;19.01.2015 11:48;3
Москва;19.01.2015 11:49;3
Москва;19.01.2015 11:50;4
Москва;19.01.2015 11:51;9
Москва;19.01.2015 11:52;4
Москва;19.01.2015 11:53;9
Москва;19.01.2015 11:54;6
Москва;19.01.2015 11:55;7
Москва;19.01.2015 11:56;9
Москва;19.01.2015 11:57;6
Москва;19.01.2015 11:58;7
Москва;19.01.2015 11:59;7
Москва;19.01.2015 12:00;7
Москва;19.01.2015 12:01;6
Москва;19.01.2015 12:02;7
Москва;19.01.2015 12:03;6
Москва;19.01.2015 12:04;3
Москва;19.01.2015 12:05;3
Москва;19.01.2015 12:06;7
Москва;19.01.2015 12:07;4
Москва;19.01.2015 12:08;6
Москва;19.01.2015 12:09;3
Москва;19.01.2015 12:10;4
Москва;19.01.2015 12:11;12
Москва;19.01.2015 12:12;6
Москва;19.01.2015 12:13;3
Москва;19.01.2015 12:14;7
Москва;19.01.2015 12:15;1
Москва;19.01.2015 12:16;6
Москва;19.01.2015 12:17;10
Москва;19.01.2015 12:18;10
Москва;19.01.2015 12:19;6
Москва;19.01.2015 12:20;6
Москва;19.01.2015 12:21;6
Москва;19.01.2015 12:22;1
Москва;19.01.2015 12:23;7
Москва;19.01.2015 12:24;12
Москва;19.01.2015 12:25;3
Москва;19.01.2015 12:26;1
Москва;19.01.2015 12:27;7
Москва;19.01.2015 12:28;9
Москва;19.01.2015 12:29;9
Москва;19.01.2015 12:30;4
Москва;19.01.2015 12:31;9
Москва;19.01.2015 12:32;18
Москва;19.01.2015 12:33;6
Москва;19.01.2015 12:34;7
Москва;19.01.2015 12:35;4
Москва;19.01.2015 12:36;7
Москва;19.01.2015 12:37;10
Москва;19.01.2015 12:38;12
Москва;19.01.2015 12:39;9
Москва;19.01.2015 12:40;7
Москва;19.01.2015 12:41;10
Москва;19.01.2015 12:42;4
Москва;19.01.2015 12:43;9
Москва;19.01.2015 12:44;4
Москва;19.01.2015 12:45;1
Москва;19.01.2015 12:46;4
Москва;19.01.2015 12:47;7
Москва;19.01.2015 12:48;6
Москва;19.01.2015 12:49;4
Москва;19.01.2015 12:50;7
Москва;19.01.2015 12:51;7
Москва;19.01.2015 12:52;3
Москва;19.01.2015 12:53;4
Москва;19.01.2015 12:54;9
Москва;19.01.2015 12:55;7
Москва;19.01.2015 12:56;3
Москва;19.01.2015 12:57;12
Москва;19.01.2015 12:58;9
Москва;19.01.2015 12:59;6
Москва;19.01.2015 13:00;7
Москва;19.01.2015 13:01;3
Москва;19.01.2015 13:02;12
Москва;19.01.2015 13:03;6
Москва;19.01.2015 13:04;7
Москва;19.01.2015 13:05;7
Москва;19.01.2015 13:06;7
Москва;19.01.2015 13:07;3
Москва;19.01.2015 13:08;7
Москва;19.01.2015 13:09;9
Москва;19.01.2015 13:10;4
Москва;19.01.2015 13:11;9
Москва;19.01.2015 13:12;4
Москва;19.01.2015 13:13;10
Москва;19.01.2015 13:14;4
Москва;19.01.2015 13:15;1
Москва;19.01.2015 13:16;6
Москва;19.01.2015 13:17;10
Москва;19.01.2015 13:18;4
Москва;19.01.2015 13:19;3
Москва;19.01.2015 13:20;3
Москва;19.01.2015 13:21;4
Москва;19.01.2015 13:22;12
Москва;19.01.2015 13:23;7
Москва;19.01.2015 13:24;4
Москва;19.01.2015 13:25;10
Москва;19.01.2015 13:26;9
Москва;19.01.2015 13:27;9
Москва;19.01.2015 13:28;10
Москва;19.01.2015 13:29;7
Москва;19.01.2015 13:30;7
Москва;19.01.2015 13:31;10
Москва;19.01.2015 13:32;12
Москва;19.01.2015 13:33;7
Москва;19.01.2015 13:34;4
Москва;19.01.2015 13:35;12
Москва;19.01.2015 13:36;4
Москва;19.01.2015 13:37;10
Москва;19.01.2015 13:38;7
Москва;19.01.2015 13:39;7
Москва;19.01.2015 13:40;7
Москва;19.01.2015 13:41;6
